147,-117,/
275,-460,-
-285,-51,-
-9,-488,-
376,88,/
316,18,**
-98,459,*
415,6,**
-139,8,**
-431,19,-
-52,-441,-
-401,36,/
27,4,**
186,-40,*
-17,451,*
-183,6,^
184,34,**
86,158,+
225,14,**
-431,-455,+
-74,165,/
-327,-45,*
154,-164,*
-108,-184,/
347,-351,/
375,-466,-
423,-31,*
109,72,^
199,-39,-
335,174,-
266,-305,+
48,-326,-
-160,160,/
-127,85,/
-431,13,^
-134,-343,/
-409,-361,-
89,52,^
-242,33,^
249,380,/
-440,11,^
-376,10,**
-391,63,/
216,-402,-
-353,-131,/
211,8,^
239,203,/
-103,-303,+
-255,383,/
255,-81,-
462,-299,/
-442,343,-
87,177,-
-322,270,*
397,167,-
-470,339,*
-252,4,**
392,103,/
133,12,**
439,442,*
-309,58,+
-37,59,**
354,-69,/
-472,-480,*
-307,-139,/
-9,-376,*
-180,222,/
332,65,**
408,470,/
-115,9,**
152,-385,/
12,280,/
-280,5,**
-69,-58,*
187,313,/
-22,94,-
-413,215,+
46,-105,/
329,47,/
-204,7,**
46,5,**
-295,38,*
-362,422,+
411,-68,-
-383,-469,+
195,17,+
236,394,*
45,10,**
314,287,-
304,-60,*
-374,407,/
-197,-185,+
301,-351,-
-393,-265,/
66,355,+
102,13,**
354,14,**
152,-118,/
-54,8,**
483,-30,/
-452,4,**
103,14,**
-340,-349,-
-254,-465,-
-156,10,**
-142,4,**
-376,451,*
105,-57,*
-461,-328,/
121,315,*
444,73,-
-72,376,-
309,-495,-
187,-157,/
-460,109,/
288,32,^
5,460,*
-365,14,^
73,15,**
310,-332,/
-243,-210,-
-294,-267,/
251,357,*
-180,48,**
-232,7,**
-300,-274,-
-402,10,**
-95,266,/
-476,365,-
64,-144,/
-63,45,*
277,-211,/
-468,-478,-
59,-220,/
348,179,-
-11,11,**
-112,-334,-
344,-119,-
328,13,^
423,209,*
-116,413,-
325,1,-
45,27,**
385,-175,*
290,35,*
310,210,-
47,-296,-
349,-73,+
-410,11,^
-158,-190,-
-35,11,**
174,7,^
138,8,**
439,7,**
-251,-125,+
245,303,/
-269,256,-
398,372,+
81,20,/
-64,367,*
-138,9,**
65,4,^
58,5,^
-279,105,+
238,5,**
474,44,^
-268,-319,/
-406,9,**
-376,-95,-
-405,214,-
263,-318,-
-399,167,-
-266,15,^
128,53,-
-248,-431,/
415,368,/
-220,176,+
46,-301,/
500,11,^
197,-439,-
-480,40,*
-47,-308,*
268,6,**
-343,-430,/
-15,-80,+
-47,-20,/
-121,-302,-
-359,85,^
-331,-102,+
114,12,^
4,480,+
-338,-236,-
248,161,/
-152,-345,*
-131,371,*
-476,6,**
218,457,/
-36,480,/
-446,-114,*
475,484,-
-75,358,-
-481,-242,*
-467,3,^
-384,215,/
224,-313,*
-465,-79,-
32,279,-
-72,7,**
-406,196,/
-284,313,+
296,82,**
490,7,**
-358,297,*
-404,-273,/
-274,5,^
-398,115,*
-387,249,*
374,-267,/
385,5,^
173,390,/
234,-193,/
186,-50,/
-2,11,**
186,86,**
203,267,*
320,-272,*
7,-298,*
-294,411,*
-78,16,^
-78,-342,/
157,23,*
-21,12,^
222,79,^
416,-306,-
397,397,*
195,4,**
313,212,*
293,14,**
-83,145,-
124,103,/
298,-373,*
258,416,+
-386,15,**
-218,15,^
25,15,**
-498,427,*
-182,-369,*
-266,38,/
462,86,^
-248,97,-
-117,163,-
-428,-429,-
387,56,**
371,8,**
-128,-25,*
-369,-295,*
229,-88,-
-311,70,**
-143,-13,-
-133,-105,*
266,190,/
326,44,^
201,356,-
455,416,*
399,92,/
-266,266,-
-368,-263,/
171,15,**
241,59,*
-44,-39,*
167,100,**
-99,137,/
86,484,/
361,432,*
-59,-410,-
-297,401,*
485,-76,/
215,3,^
-111,107,-
-49,454,/
404,-163,-
371,-66,*
-392,157,-
340,197,*
-270,310,+
439,15,**
-466,-223,/
307,-164,/
-179,-456,/
270,214,/
221,11,**
54,22,^
-24,435,/
202,379,*
347,-108,*
254,56,^
-175,55,**
-362,15,**
493,-186,*
-408,-446,-
123,-317,-
431,141,/
219,-109,/
-17,-44,*
116,79,/
-147,12,**
92,-281,-
236,-417,/
-463,371,*
379,-23,/
-187,-274,-
-483,75,^
118,35,**
-318,419,-
219,459,/
186,-127,-
-242,-399,-
32,10,^
-26,-145,/
6,190,-
-392,284,+
-412,53,-
-459,43,+
361,95,-
-364,-79,+
298,-23,-
396,15,**
-39,-366,*
-428,-102,*
95,177,+
-462,-455,-
-58,312,-
415,122,+
88,9,**
-173,385,/
231,160,-
-485,223,/
-145,-154,+
440,213,*
28,42,^
-318,26,+
14,446,-
-339,14,^
154,306,+
171,469,*
497,489,-
-38,12,**
-260,45,-
59,12,^
459,11,^
-477,15,**
201,-106,/
-417,-338,-
487,-273,/
-317,15,^
-175,13,**
391,281,+
-71,296,/
-179,-454,*
-48,273,*
-199,-7,-
-326,236,/
-10,50,**
-47,25,**
-7,443,+
-349,15,-
-457,-35,-
62,323,+
218,-402,*
491,7,**
-414,-106,/
136,-265,+
-444,-211,/
499,-391,*
141,-201,-
273,9,^
387,3,**
-399,58,^
31,220,/
483,-295,-
-31,14,^
77,4,**
-321,14,**
373,247,*
234,390,/
-117,-167,*
-135,-299,*
189,-251,-
-479,-80,+
-270,-483,-
452,227,-
-383,-253,*
172,14,^
-305,169,-
-487,15,**
-365,-220,-
-418,-281,/
239,5,**
253,11,**
419,437,*
-348,5,^
-484,239,-
355,360,+
378,65,-
298,153,-
-419,180,/
171,276,+
-138,130,+
294,248,/
430,36,/
346,80,^
291,438,+
146,4,^
41,72,+
480,434,*
306,25,**
-184,335,/
274,-19,/
-267,-240,/
306,-346,-
459,-29,*
284,212,*
-258,-298,/
412,81,**
-449,5,**
-500,-228,+
-143,9,**
-354,55,^
285,-409,-
93,192,/
359,13,**
-444,232,+
-122,-108,+
399,320,/
312,-424,-
-125,215,-
180,8,**
-380,-229,*
488,-49,/
-231,7,^
-281,-351,*
355,117,*
158,6,**
-301,239,/
232,12,^
-188,-168,-
-252,-142,*
87,281,/
337,20,/
-377,11,^
433,8,**
-7,13,**
-232,181,*
377,-250,/
-21,-352,-
9,-97,-
393,56,*
195,202,/
-70,-83,+
194,497,/
-193,-465,/
-212,-94,/
493,-98,/
-25,-183,/
-263,176,+
-303,-390,-
196,-270,-
-406,496,/
-192,182,/
126,487,-
-403,-408,/
-286,-433,-
-321,-126,/
202,384,*
174,-352,-
297,-209,+
215,322,+
4,17,/
-495,177,-
325,45,**
-107,5,**
105,-355,-
323,-147,+
57,297,*
462,99,*
-24,-191,*
18,-68,*
-285,-416,*
-172,39,^
103,-424,+
-244,6,**
4,13,^
436,295,+
-36,13,**
-282,121,-
-406,338,-
-468,6,^
-147,80,*
27,199,-
-285,27,*
-439,12,**
373,13,^
176,10,**
-185,325,/
254,288,-
54,317,-
308,-467,+
-273,-427,+
12,-365,*
-398,-184,-
442,10,**
302,-426,/
125,429,/
-498,-25,*
480,-367,+
-41,4,^
-360,-451,*
-194,7,^
372,-51,+
-463,-334,*
140,484,/
-405,-459,*
35,14,**
28,-455,+
309,293,-
141,395,-
376,14,^
305,5,**
-428,12,**
20,325,-
314,12,^
-221,449,+
-9,19,*
363,11,^
-119,6,**
415,-495,-
-429,252,*
-288,-169,-
17,-362,-
-3,259,*
214,-71,+
122,-50,/
133,467,*
440,383,-
477,-194,*
99,-126,-
51,12,**
139,9,/
-300,83,+
-196,5,**
394,-132,/
-322,-169,/
289,11,+
-483,12,**
319,14,**
399,359,*
-39,-371,+
-474,13,^
-182,14,**
-363,9,**
243,-25,-
-140,-383,-
465,4,^
-267,194,/
-169,480,+
99,70,**
174,91,-
-84,14,**
86,9,**
250,24,**
-409,437,-
51,-87,-
364,-79,+
449,316,/
-171,-124,*
403,-195,*
-217,-329,/
-270,12,**
484,86,**
-325,-75,/
-230,13,**
-355,-49,/
-440,6,**
286,395,+
-292,-202,/
165,242,*
-437,16,^
166,-467,-
-291,490,*
-211,-77,-
293,175,/
260,222,/
-430,7,**
-450,8,**
-53,46,**
12,62,**
138,-391,/
-316,10,**
-120,-98,/
-248,6,**
490,11,^
-212,216,*
351,-263,-
326,402,-
-220,-301,*
3,8,**
369,-140,-
-57,281,*
-265,43,**
208,11,**
-369,12,**
125,24,**
-87,-237,*
202,171,-
-13,124,-
15,84,+
28,13,**
98,402,+
366,305,*
273,197,*
-448,161,*
-495,264,-
-178,-475,-
-289,321,-
279,-438,/
-483,25,^
-349,-363,-
-93,366,/
82,49,**
-327,7,**
-482,14,^
139,-292,-
-436,-434,*
308,-270,/
-384,266,*
359,-203,*
-258,-259,*
-193,276,/
-56,-478,+
-28,64,**
-83,-21,*
-111,489,+
-279,5,**
-43,345,-
492,-46,/
362,-418,-
-420,-304,*
-172,12,**
336,9,**
-499,8,^
-34,-359,*
-21,277,*
-197,10,**
-334,19,/
-51,-297,*
468,15,^
11,65,**
-388,-322,/
-343,26,*
287,8,**
253,98,-
175,-114,-
188,55,/
170,275,/
498,-86,/
272,54,/
338,-157,*
41,-475,-
305,12,^
-468,370,+
79,-13,*
-211,-197,/
45,-355,/
-285,-476,-
397,220,-
-100,170,-
-335,-25,+
-86,-360,/
-204,231,-
-408,256,*
205,-496,+
331,387,/
157,9,^
274,5,**
1,-209,*
-128,48,^
-27,8,**
190,285,/
-112,-357,/
-354,-126,/
121,489,-
-387,-398,*
460,376,*
-178,-423,-
-376,491,-
265,240,-
-432,309,/
269,11,**
-308,-220,*
-87,19,*
-23,326,*
-431,-173,*
154,165,/
-66,297,/
-329,-489,*
262,-311,/
-244,8,**
-233,-233,/
-325,6,**
-494,9,**
-278,-108,/
114,14,**
-384,-16,+
466,10,**
127,-292,*
-491,-136,*
-209,-165,/
-479,8,**
333,148,-
154,-371,-
314,67,^
149,429,-
-318,-357,-
444,13,**
-124,12,**
-208,37,^
-400,40,^
-392,9,**
3,-100,*
238,378,-
383,8,**
-158,-459,-
-133,-435,/
-187,-476,*
400,14,*
-367,5,^
-71,26,*
360,335,-
-374,319,/
-447,-164,*
355,15,**
-276,-403,/
-195,9,^
-202,372,*
-413,13,**
-219,305,*
453,-288,-
-108,-174,*
-204,-290,/
-305,-130,*
44,-441,/
356,11,**
118,-99,/
477,-291,*
-98,15,^
283,209,*
57,-73,*
-486,-96,*
-185,-96,/
5,213,*
-79,6,^
-200,-144,/
-424,7,**
-241,-423,*
471,146,/
232,-483,*
307,-382,+
84,-259,-
93,15,**
-246,-221,-
50,82,**
458,379,+
-306,-351,-
144,-142,*
369,7,^
-208,83,/
308,5,^
-128,294,-
-371,59,**
-299,-204,-
98,498,-
65,10,**
242,8,^
-487,28,**
-448,321,-
-220,402,*
134,-401,-
-437,-192,/
304,415,*
-466,77,**
226,-176,-
139,-185,-
-41,-189,/
176,409,/
407,-292,-
-22,9,**
468,13,^
-347,-249,*
-95,13,**
-276,-424,*
182,-346,*
-62,10,**
-305,-304,*
-340,9,**
-167,-182,+
489,-426,*
289,13,**
47,-57,/
-410,42,^
-471,61,**
102,-445,-
-91,4,**
-18,-199,-
332,-152,-
-141,215,*
335,19,**
309,-210,*
100,13,^
446,13,**
-236,10,^
447,411,-
-121,11,**
-310,7,**
193,-351,+
157,10,**
-95,-441,*
-325,-161,/
-423,16,**
109,-463,*
239,10,**
91,189,/
-289,5,**
338,410,*
376,7,^
-323,-247,*
-61,4,^
286,15,^
299,417,*
123,314,-
-110,-174,-
299,482,-
-312,13,**
414,167,-
313,11,^
-367,-190,*
2,10,**
-5,235,*
-175,-165,*
-298,-356,*
-418,383,*
-497,13,^
355,10,^
-277,4,**
251,130,-
57,8,**
-58,-332,-
123,27,+
152,10,**
-167,-18,-
-166,97,/
428,207,/
131,283,*
384,-413,/
350,-140,*
-370,-260,*
360,180,*
124,74,-
219,249,/
-98,14,**
245,412,-
-174,341,*
-483,25,/
271,-238,-
369,11,^
-168,5,**
-472,-22,*
-207,-421,+
17,-236,/
27,-22,/
305,-281,+
11,162,*
305,66,*
-224,26,-
352,417,*
-480,262,+
-69,-168,-
-355,-140,-
-398,427,-
235,3,**
456,467,-
376,-196,/
9,-2,-
29,424,/
382,147,/
299,-113,/
155,13,**
-215,6,**
-158,107,*
-339,14,^
288,-343,/
15,236,*
275,461,/
226,12,**
-145,-334,*
276,-14,-
385,-301,*
-26,374,*
341,212,/
84,391,+
397,-112,*
140,328,*
-52,488,*
-84,-373,-
48,33,**
-370,232,*
-354,-386,*
-166,112,*
-69,73,**
-213,14,^
-375,13,**
-170,100,**
-38,-42,*
384,-77,/
287,-131,/
308,5,**
-93,-97,*
-281,10,**
72,-77,+
-86,-468,/
-339,-500,/
-155,331,+
226,5,**
-254,7,**
30,13,^
-84,195,-
487,8,**
357,-354,-
15,434,+
-287,-39,/
-294,14,/
-368,-475,*
167,-317,/
-339,4,**
456,221,/
-191,-219,/
-352,-23,*
151,31,*
451,93,-
195,10,**
275,3,**
291,279,/
263,4,^
223,216,+
5,-115,/
124,6,**
361,-284,*
-328,4,**
197,4,**
475,-440,*
286,68,^
460,-241,-
76,286,*
-388,13,**
61,4,**
-309,-244,/
-6,-455,+
290,14,**
-316,55,/
336,145,-
-447,69,**
-8,5,/
293,108,/
-73,415,*
-184,9,**
-54,262,*
29,-363,-
451,-102,+
148,-72,+
65,-458,/
28,3,**
375,-424,-
-394,13,**
-127,322,+
-474,442,/
-358,257,*
381,-84,+
-164,5,^
-496,301,/
279,-50,-
418,237,/
-164,11,**
-40,-311,*
482,83,**
121,21,*
486,37,-
-150,-133,*
457,281,/
-260,-352,*
285,-235,*
-149,-41,-
-313,-359,+
-490,11,^
307,-354,-
481,88,**
-14,-201,*
-476,-166,*
300,499,-
-264,15,**
-112,84,*
-62,5,**
364,-226,*
-80,-485,+
193,152,*
285,-277,-
-413,6,**
90,5,**
-290,-148,-
103,-87,+
146,4,**
-426,-408,/
-7,-81,*
-433,6,**
-309,-192,*
-190,20,**
-359,13,^
462,288,/
-381,-383,/
261,-152,+
334,287,*
294,6,^
447,36,**
-456,-27,/
110,14,^
-430,168,/
-248,86,*
-338,14,^
-482,316,/
-237,-338,-
-109,127,/
-183,-448,/
-394,10,**
-69,-118,*
250,20,/
-95,3,/
-278,197,-
-435,17,**
-178,81,**
-489,12,^
-328,-216,/
485,345,-
347,13,**
140,6,**
-229,38,**
256,128,+
341,341,/
-145,7,^
-183,-226,+
-427,11,^
-51,9,/
280,6,**
267,13,^
-256,7,**
-436,48,+
-289,407,+
324,-456,-
70,149,-
-16,14,**
-148,50,*
-103,500,+
-284,8,**
-122,-198,-
-53,15,/
-451,435,-
490,10,**
-206,469,+
386,-235,-
-357,314,*
-319,-488,*
-417,13,**
17,5,**
-69,75,*
-167,481,*
381,322,-
13,-94,*
-259,-439,-
-381,15,**
173,-115,*
216,-485,-
-493,108,/
-193,-361,-
-228,4,**
-274,3,^
-165,61,*
-272,194,-
-454,13,**
-473,4,^
-129,8,-
434,-318,-
-199,365,*
317,5,**
158,83,**
-364,111,*
134,59,-
-159,9,**
-463,71,/
105,-165,/
483,69,+
91,-220,-
-141,-88,-
356,469,-
448,9,**
60,5,^
-24,7,**
110,-188,-
-277,-116,/
-323,3,**
25,146,*
164,-324,*
-220,-355,/
-56,11,**
-165,-275,*
-333,8,**
-47,339,-
-32,382,*
-93,415,/
-175,11,^
179,386,+
-21,421,*
-284,-179,-
-40,-236,+
-483,-22,/
-73,313,*
-262,102,-
-236,-420,*
332,404,/
5,60,^
46,311,-
-419,-131,-
251,11,^
-454,-54,-
-123,-30,-
314,-205,*
364,94,**
-183,-126,*
-340,7,**
-59,-21,-
381,6,**
117,-403,/
-157,-314,+
-230,6,**
138,-183,*
64,23,**
270,-238,*
-485,391,*
-108,76,**
-25,-214,+
-360,10,**
186,375,/
-43,16,-
-78,-195,-
-1,-484,*
-401,-165,-
241,-339,-
16,-385,/
268,93,+
40,-432,-
-209,-69,*
-259,380,/
-54,395,+
-332,14,/
223,10,^
233,9,**
8,390,*
-203,462,-
42,7,^
-126,-168,*
-470,-248,+
422,-132,/
-192,297,-
-205,8,**
237,-494,+
305,316,*
212,267,/
300,13,**
293,-299,*
21,10,**
-123,-101,/
-355,134,-
256,249,-
249,-392,/
58,118,*
-219,-213,-
-219,15,**
323,117,-
-341,7,**
-62,191,-
-150,267,-
-179,366,/
-260,123,/
445,13,^
-320,-90,+
-176,68,**
-170,-55,*
-27,-376,-
142,40,^
-300,-253,/
360,182,+
-88,-53,/
308,386,*
97,73,-
336,-201,+
-149,-37,/
196,-222,*
-486,62,^
-40,10,^
-348,52,*
-134,-379,*
-125,5,^
-143,6,**
163,-41,/
432,13,**
30,30,**
107,87,*
-386,10,**
313,421,+
-46,5,^
-256,5,^
-281,-104,/
374,-444,-
-457,-22,*
431,316,-
287,57,**
35,15,**
297,41,**
451,-311,*
-482,99,-
11,-216,-
401,-336,/
468,-317,*
-254,-457,*
35,-146,/
-377,342,-
446,52,^
121,-150,-
298,346,-
-163,441,-
374,-462,/
42,260,*
384,277,*
135,-363,/
475,-61,*
-127,481,*
-163,-471,-
453,72,*
-343,31,/
432,346,*
42,-477,-
154,301,/
-61,-122,+
-484,-367,-
30,445,-
-139,441,*
-402,50,*
-436,-15,*
338,131,*
-76,51,-
-23,-294,*
-241,15,**
-28,-493,+
356,-229,+
93,255,-
289,-399,*
-220,261,*
-465,11,**
315,-2,/
-83,37,-
-435,-308,/
428,487,/
-152,-430,*
348,-73,-
335,38,**
-300,-279,-
349,-430,*
306,-53,/
419,-153,/
80,104,*
-130,453,-
-101,12,+
41,475,*
-208,3,^
-279,205,/
379,-324,*
94,14,^
-290,-83,*
140,175,*
111,-340,*
145,15,^
-336,-484,-
77,271,/
-340,-237,-
60,275,*
101,-416,/
375,9,**
404,13,**
343,80,*
-39,369,/
448,-262,-
196,202,/
143,338,*
446,-317,*
3,154,/
273,-304,-
354,8,**
225,99,**
21,9,**
-116,96,^
220,15,**
-159,14,**
-87,-299,/
-111,9,**
-51,6,**
-246,-494,*
333,11,**
214,42,*
-309,-412,/
447,9,**
-431,-401,/
-334,-103,/
448,69,**
-248,-266,/
-340,7,^
121,-169,*
-58,-132,-
-122,237,/
-261,11,**
-244,-416,/
-463,153,-
358,59,-
430,119,+
246,14,^
-102,-76,/
45,184,-
216,184,*
-440,434,/
113,11,**
-107,127,*
-249,-32,-
0,-269,-
103,-403,-
-356,437,*
-220,109,/
-428,-39,-
-196,96,^
198,3,^
1,298,*
174,5,**
20,14,**
-120,-419,+
-284,-338,-
-384,-233,*
251,279,-
407,-192,/
-269,19,**
5,6,**
145,11,^
-324,231,/
-213,291,-
-144,22,*
-236,-318,*
215,-281,*
-227,-181,*
173,132,/
366,-423,-
447,481,*
433,-315,+
273,-391,*
68,-465,/
-496,46,**
-67,14,^
-357,-488,+
-393,196,/
252,-435,-
122,-2,/
145,-413,-
17,13,**
356,310,*
-12,-217,*
-9,6,^
-301,24,*
-251,169,/
298,-22,-
358,6,/
455,-308,-
378,9,**
-141,192,/
-401,-28,*
45,-406,+
160,136,-
-408,-144,+
-43,32,-
-459,-61,-
-110,385,+
-60,11,**
471,379,-
7,12,**
-340,100,**
122,-7,+
241,9,**
382,-476,*
457,-53,-
360,10,^
-11,-218,/
414,-173,/
-349,-45,-
-98,-268,*
-473,60,-
60,9,**
-129,188,/
17,493,/
-282,12,^
-459,72,^
173,8,^
244,3,^
-135,-54,-
207,-152,+
390,318,*
-162,40,**
-69,8,**
4,6,**
-345,236,+
-206,-97,/
124,193,*
-2,400,+
-258,93,*
305,-227,*
-22,119,/
245,13,**
279,192,/
489,-283,-
-256,9,**
301,10,^
-262,-124,/
418,12,**
-270,-278,/
-314,-129,-
-63,11,^
71,12,**
381,35,**
-308,84,**
431,49,**
168,241,*
-256,-387,+
244,9,^
-97,4,**
310,27,^
85,8,**
202,263,+
477,354,-
378,-299,+
65,-75,*
-236,-130,+
-92,-182,*
123,317,+
8,29,-
54,270,/
-203,-184,*
455,97,-
323,159,-
-218,32,**
473,14,^
376,7,^
-448,312,/
-282,-477,/
-405,8,^
4,6,^
273,-394,/
408,132,/
207,22,/
104,14,**
208,-458,/
291,332,+
183,205,*
-478,-377,-
29,-5,/
-30,4,^
117,415,*
177,6,^
78,307,-
446,209,*
455,95,**
368,-438,/
71,341,-
-446,-413,-
-106,-71,+
163,14,**
1,-220,/
419,12,^
-188,-331,*
192,9,^
132,14,^
-39,-168,*
-311,7,**
298,13,^
-95,-368,/
-49,4,*
281,-253,/
394,-18,-
225,-199,*
177,330,/
-272,14,^
-245,97,-
-195,376,*
1,269,/
-477,-495,/
455,92,**
2,215,*
431,297,-
-122,-455,*
425,157,-
11,433,/
172,51,**
236,5,**
-411,4,^
-427,-180,*
-116,-337,/
-217,-56,/
-172,-102,-
-469,318,/
211,217,*
-43,9,**
459,127,*
33,108,/
140,9,^
-421,8,**
-474,126,*
-437,116,/
177,9,**
193,266,-
209,51,*
-395,320,/
-388,302,-
-120,160,/
-100,231,+
93,-361,/
360,12,*
471,5,**
-372,498,-
-48,-74,-
-431,15,^
388,-126,-
-494,9,**
371,-135,/
323,-143,*
-226,-38,-
148,-140,*
-339,12,^
-208,189,*
-340,-87,/
-310,79,**
491,400,-
-82,75,**
-55,-468,-
62,-418,/
149,3,**
170,4,**
-91,-493,-
-34,396,-
331,3,*
-128,9,+
-150,-173,/
493,7,^
-418,-86,*
291,9,^
-477,7,**
330,496,-
307,-305,-
401,5,^
-14,179,/
102,13,**
-205,8,**
-405,258,*
412,259,/
373,-155,-
126,368,+
-13,10,**
-22,215,*
190,-422,+
-457,112,-
-193,-301,+
-187,-114,/
80,3,**
-457,9,^
-428,48,-
431,6,*
-317,162,*
275,6,**
-483,15,^
-474,-19,*
330,79,**
470,70,**
-112,391,*
437,10,*
76,-89,*
127,-47,-
387,-328,-
-373,-402,*
370,-424,/
-150,11,**
-207,3,^
-340,-14,*
247,-405,-
160,78,**
436,-349,/
325,294,*
117,-37,/
-132,251,-
443,-381,-
339,417,-
-177,-388,-
158,-310,/
-89,6,^
-51,-374,+
-274,-409,*
120,-490,*
73,154,/
281,39,**
400,4,**
-444,142,/
3,11,**
-322,40,^
-269,320,*
-108,28,-
269,218,/
-192,-456,/
348,149,/
-91,5,^
-160,13,**
8,-389,+
77,23,**
-400,274,*
-66,9,^
-211,101,-
414,10,^
118,52,^
-402,15,**
412,9,**
-463,14,**
-352,171,-
221,293,*
-440,-357,/
-295,-237,/
-43,-156,/
147,-404,*
-373,-107,/
170,6,^
-484,223,*
-345,-105,*
-352,14,**
133,-423,/
-33,62,*
59,-499,*
462,-131,/
281,-266,*
461,12,**
-110,408,+
-482,267,+
-153,80,-
161,-232,/
-53,94,**
-478,-467,-
-72,4,**
-345,-469,-
-86,6,**
-495,-240,-
-47,314,*
-323,40,**
-289,-483,-
89,19,-
55,358,*
-385,196,*
-235,66,-
40,-33,*
-314,-52,/
145,197,/
436,-313,+
425,463,/
-417,13,+
-52,29,*
416,-460,/
-69,87,**
-64,291,*
246,7,^
-219,-460,*
65,227,*
-406,-490,+
52,451,*
467,14,^
-35,-185,+
-374,351,+
98,446,-
410,28,/
60,10,**
267,265,-
-265,12,**
375,-412,*
-186,8,^
275,191,*
-361,27,^
-86,-426,-
-375,8,**
-161,-172,*
-484,-131,*
-78,478,-
-175,-229,*
238,151,+
391,408,*
-236,360,*
270,-148,*
-26,-218,-
-93,-131,-
137,-115,*
-171,399,*
-44,13,**
446,14,**
-359,-71,/
-457,-81,*
-321,2,+
-289,-208,/
-49,8,**
458,68,^
254,24,**
-343,1,-
344,338,/
487,10,**
-414,13,^
420,-328,-
-377,8,^
-244,-411,*
397,461,*
318,14,**
270,162,-
267,8,**
155,432,-
-3,10,^
22,11,**
-194,12,^
449,-165,*
-271,10,**
-135,14,*
155,-18,/
-189,-227,-
464,170,+
450,-265,/
-83,-448,-
-363,-128,-
80,11,^
-4,-356,+
-182,297,/
-109,296,*
386,42,*
49,4,**
8,-213,+
-297,32,*
-333,366,/
-9,14,**
-232,460,/
-243,-145,/
343,369,/
424,-467,/
-429,-283,+
14,-453,/
-294,8,**
175,-315,-
-332,52,*
329,16,^
-456,-319,+
164,5,**
-453,3,^
-333,106,-
386,393,*
384,-30,/
183,14,**
-131,87,*
314,3,**
-163,-43,-
417,-332,*
335,445,-
-90,14,^
475,-23,*
421,10,^
-451,-283,/
-196,6,^
268,251,-
-203,-204,*
-316,15,**
-327,-140,-
308,14,^
143,44,-
-370,-79,+
263,-473,-
286,404,/
216,-89,-
453,154,*
-452,368,*
-356,88,*
52,3,^
-21,-106,*
-69,4,^
-243,14,*
455,448,*
441,402,/
211,-155,-
452,4,**
417,4,**
310,-345,-
301,279,+
200,6,**
442,-40,*
315,418,+
30,-167,/
118,454,/
359,-124,-
242,-306,*
-465,443,/
-17,11,^
395,166,+
371,-182,*
363,292,*
398,-158,+
-215,8,**
445,-444,+
367,484,-
-475,-255,-
-56,11,^
-425,-383,-
-312,201,*
-250,-270,*
321,-363,-
396,5,^
7,120,-
-403,12,*
-450,275,/
-398,-220,+
-263,230,+
302,6,**
84,10,**
-190,-401,/
278,-149,/
77,10,^
-493,-367,-
57,-290,-
-418,12,**
439,-367,*
288,-420,-
174,-130,*
-414,-182,+
229,168,*
57,-378,*
-264,14,^
370,171,+
-35,-112,+
239,-125,-
116,-388,/
-389,33,-
-416,-9,+
-160,256,-
-402,-243,/
325,328,-
-234,-247,-
-143,-401,*
163,186,-
-216,-271,*
19,11,/
156,190,*
-381,105,*
-228,-182,*
355,12,**
153,9,**
-82,386,/
61,49,*
21,-430,-
13,467,-
-321,-37,*
-37,-493,+
352,-461,/
123,8,**
426,-416,/
-294,-141,+
-376,-185,*
446,393,/
280,-492,-
-492,10,**
289,383,/
-493,14,^
-294,11,**
-285,392,*
273,185,-
-320,495,-
270,5,**
-292,156,/
68,50,^
-148,8,**
-244,80,**
-343,15,**
-41,28,-
14,-447,/
-200,10,**
76,9,**
312,224,*
-67,3,^
-218,130,-
-176,-481,/
-60,13,^
197,322,-
173,-139,-
-173,-5,-
-376,10,**
-299,285,*
-129,344,/
236,-297,*
-239,24,^
-285,444,*
-312,10,^
-73,7,**
-127,34,*
-192,-172,/
297,-455,/
-129,68,+
-124,-438,/
67,7,**
-387,6,**
19,91,/
386,4,**
212,-135,/
-279,251,-
249,-190,*
119,7,**
-172,228,-
-401,70,-
354,-331,+
83,310,*
88,72,^
-178,4,^
-48,6,**
-288,-391,/
-399,396,-
-157,88,/
-362,-207,*
-372,6,**
-201,-321,-
-30,85,/
171,11,**
377,351,-
494,-349,*
323,-216,/
26,180,/
-437,-340,-
478,273,-
-215,14,**
395,-295,*
-193,70,-
-162,9,**
411,237,+
-440,213,/
-57,5,**
384,70,/
359,10,**
202,-173,*
247,41,^
-76,-275,*
141,-372,*
-314,407,/
-135,264,*
315,-225,-
455,236,*
357,65,/
169,6,^
-370,-300,-
73,14,^
48,6,**
225,15,**
229,14,**
282,101,*
72,102,-
221,300,+
-201,3,^
397,319,*
-69,-43,/
112,12,**
240,8,**
-224,4,^
294,11,^
-241,-350,*
349,-39,/
392,10,**
-147,-43,+
466,341,/
460,-57,-
83,-293,/
277,-105,/
352,195,-
-369,-27,/
371,-341,/
-297,273,*
-147,11,**
-181,-51,*
284,4,^
-253,264,/
-323,-168,-
199,363,-
372,67,**
372,10,**
-339,322,*
-289,-263,*
-476,-234,+
-478,7,^
13,-161,/
304,-412,*
-164,-490,+
-17,58,*
-323,6,^
-374,464,-
-176,245,/
180,130,/
-419,42,**
313,-433,/
490,-155,+
428,-198,-
-179,352,*
-39,10,**
122,480,*
-72,287,*
31,-461,*
271,5,**
435,11,**
379,322,-
-105,103,-
436,54,-
-307,9,*
